OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1995325,T20190003620,1550966400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,204000,342688,B,M,26,4,Motorcyclists,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,I,Intersection,9999,Non Declared Road,,,1
1995326,T20180004804,1520812800000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,065000,328048,02,M,20,3,Passengers,4,Collision with a fixed object,1,SWAN HILL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995327,T20160027004,1481673600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,230000,312302,01,F,51,3,Passengers,4,Collision with a fixed object,1,HORSHAM,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995328,T20180021624,1542499200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,115500,339569,01,F,61,5,Pillion Passengers,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,5916,Declared Road,,,1
1995329,T20170022600,1511654400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,010000,324064,01,M,43,1,Pedestrians,2,Struck Pedestrian,1,MANSFIELD,Country,N,Non Intersection,5501,Declared Road,,,1
1995330,T20160012014,1464739200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,063300,305049,C,F,23,2,Drivers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5161,Declared Road,,,1
1995331,T20190005237,1552953600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,105500,343384,A,M,48,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,N,Non Intersection,5060,Declared Road,,,1
1995332,T20140021087,1413072000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,175500,275786,A,M,26,4,Motorcyclists,4,Collision with a fixed object,5,HUME,Melbourne - North West,N,Non Intersection,5291,Declared Road,,,1
1995333,T20180008555,1525564800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,023500,330136,A,M,24,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995334,T20180016198,1535328000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,184500,337063,B,M,70,2,Drivers,1,Collision with vehicle,2,GOLDEN PLAINS,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1995335,T20150020313,1443657600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,150000,294545,A,F,35,2,Drivers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1995336,T20180001841,1517270400000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,141500,326848,A,M,80,2,Drivers,1,Collision with vehicle,2,MORELAND,Melbourne - North West,N,Non Intersection,5500,Declared Road,,,1
1995337,T20180013394,1531785600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,094000,229131,01,M,84,1,Pedestrians,2,Struck Pedestrian,1,BANYULE,Melbourne - North East,I,Intersection,2140,Declared Road,,,1
1995338,T20170018863,1506988800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,210200,45428,B,M,32,4,Motorcyclists,1,Collision with vehicle,4,MOONEE VALLEY,Melbourne - Inner,I,Intersection,5824,Declared Road,,,1
1995339,T20160014096,1467072000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,004800,305225,04,M,33,1,Pedestrians,2,Struck Pedestrian,2,MORELAND,Melbourne - North West,N,Non Intersection,2900,Declared Road,,,1
1995340,T20180020265,1540512000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,174500,341500,01,F,86,3,Passengers,7,Fall from or in moving vehicle,1,MOONEE VALLEY,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1995341,T20180010784,1528416000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,051600,340517,01,M,24,1,Pedestrians,2,Struck Pedestrian,1,MARIBYRNONG,Melbourne - West,N,Non Intersection,5520,Declared Road,,,1
1995342,T20170015698,1502582400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,132000,320296,B,M,53,6,Bicyclists,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1995343,T20170005097,1489363200000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,235500,315016,A,M,30,4,Motorcyclists,1,Collision with vehicle,5,BRIMBANK,Melbourne - West,N,Non Intersection,2530,Declared Road,,,1
1995344,T20180004769,1520812800000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,165000,331168,A,M,54,4,Motorcyclists,1,Collision with vehicle,2,SURF COAST,Country,N,Non Intersection,2500,Declared Road,,,1
1995345,T20170013693,1499990400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,064000,66343,01,F,79,1,Pedestrians,2,Struck Pedestrian,1,BOROONDARA,Melbourne - Inner East,I,Intersection,5310,Declared Road,,,1
1995346,T20160027925,1482796800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,193500,312210,A,M,44,4,Motorcyclists,1,Collision with vehicle,2,GEELONG,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995347,T20170005902,1490313600000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,032800,315473,A,M,27,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1995348,T20180018771,1538784000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,113500,337975,A,M,62,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1995349,T20170017362,1504915200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,080500,57281,01,F,61,3,Passengers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,2570,Declared Road,,,2
1995350,T20170017362,1504915200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,080500,57281,A,M,69,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,2570,Declared Road,,,2
1995351,T20180017139,1536624000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,104600,337136,02,F,80,3,Passengers,1,Collision with vehicle,2,KINGSTON,Melbourne - South East,N,Non Intersection,5803,Declared Road,,,1
1995352,T20180020205,1540598400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,233000,341714,A,M,36,2,Drivers,4,Collision with a fixed object,1,WARRNAMBOOL,Country,O,Unknown,-1,Declared Road,,,1
1995353,T20150013060,1434672000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,193000,48841,02,F,74,3,Passengers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,I,Intersection,5042,Declared Road,,,1
1995354,T20180002129,1517616000000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,144500,326728,B,M,54,4,Motorcyclists,1,Collision with vehicle,3,COLAC OTWAY,Country,N,Non Intersection,2500,Declared Road,,,1
1995355,T20180004535,1520553600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,033000,329200,A,M,19,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995356,T20160025249,1479772800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,145500,310892,A,M,25,2,Drivers,1,Collision with vehicle,2,MOORABOOL,Ballarat,N,Non Intersection,5189,Declared Road,,,1
1995357,T20160017774,1471132800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,030000,307115,01,F,45,1,Pedestrians,2,Struck Pedestrian,1,BENDIGO,Bendigo,N,Non Intersection,2590,Declared Road,,,1
1995358,T20180017125,1536537600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,182000,337060,B,M,38,2,Drivers,1,Collision with vehicle,2,HUME,Melbourne - North West,N,Non Intersection,9999,Non Declared Road,,,1
1995359,T20150018505,1441411200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,130000,293632,A,M,18,2,Drivers,4,Collision with a fixed object,1,SURF COAST,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995360,T20170014249,1500681600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,150000,319576,A,M,31,2,Drivers,4,Collision with a fixed object,1,EAST GIPPSLAND,Country,N,Non Intersection,4005,Declared Road,,,1
1995361,T20170021109,1509840000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,134000,51985,01,F,70,3,Passengers,1,Collision with vehicle,2,WELLINGTON,Country,I,Intersection,9999,Non Declared Road,,,2
1995362,T20170021109,1509840000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,134000,51985,A,M,72,2,Drivers,1,Collision with vehicle,2,WELLINGTON,Country,I,Intersection,9999,Non Declared Road,,,2
1995363,T20170021968,1510963200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,015100,323801,A,M,49,2,Drivers,1,Collision with vehicle,4,MONASH,Melbourne - South East,N,Non Intersection,5303,Declared Road,,,1
1995364,T20140004937,1394323200000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,155000,267351,A,F,84,2,Drivers,4,Collision with a fixed object,1,CENTRAL GOLDFIELDS,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1995365,T20150013615,1435363200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,151000,29783,02,F,88,3,Passengers,1,Collision with vehicle,5,DAREBIN,Melbourne - North East,I,Intersection,5817,Declared Road,,,1
1995366,T20150002535,1423094400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,103400,50817,A,M,65,2,Drivers,1,Collision with vehicle,2,MOIRA,Country,I,Intersection,5397,Declared Road,,,1
1995367,T20160017452,1470700800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,185500,41261,02,M,44,1,Pedestrians,2,Struck Pedestrian,1,GLEN EIRA,Melbourne - Inner South,I,Intersection,2060,Declared Road,,,1
1995368,T20170009353,1494547200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,113600,317285,A,M,83,2,Drivers,4,Collision with a fixed object,2,BANYULE,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1
1995369,T20190001692,1548633600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,125000,341608,01,F,77,3,Passengers,1,Collision with vehicle,2,GOLDEN PLAINS,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995370,T20150018132,1440979200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,195000,293588,01,M,42,1,Pedestrians,2,Struck Pedestrian,1,DANDENONG,Melbourne - South East,N,Non Intersection,2090,Declared Road,,,1
1995371,T20150007799,1428883200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,163000,287872,B,M,56,4,Motorcyclists,1,Collision with vehicle,2,BALLARAT,Ballarat,I,Intersection,9999,Non Declared Road,,,1
1995372,T20160015675,1468800000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,134000,40894,01,F,60,1,Pedestrians,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,I,Intersection,5783,Declared Road,,,1
1995373,T20160003153,1455235200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,103000,299558,01,F,65,1,Pedestrians,2,Struck Pedestrian,1,BRIMBANK,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1995374,T20180022351,1543363200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,182700,339750,02,F,8,1,Pedestrians,2,Struck Pedestrian,1,MANNINGHAM,Melbourne - Inner East,N,Non Intersection,5803,Declared Road,,,1
1995375,T20160013427,1466208000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,212100,264300,A,M,70,2,Drivers,4,Collision with a fixed object,1,KINGSTON,Melbourne - Inner South,I,Intersection,2660,Declared Road,,,1
1995376,T20170006452,1490832000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,065800,315664,B,M,56,2,Drivers,1,Collision with vehicle,2,SOUTHERN GRAMPIANS,Country,N,Non Intersection,2670,Declared Road,,,1
1995377,T20190006690,1554681600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,191000,343984,B,M,51,2,Drivers,6,Vehicle overturned (no collision),2,MITCHELL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995378,T20170004679,1488844800000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,162500,315820,A,F,20,2,Drivers,4,Collision with a fixed object,1,PYRENEES,Ballarat,N,Non Intersection,2700,Declared Road,,,1
1995379,T20160011411,1464048000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,083700,303786,C,M,48,2,Drivers,1,Collision with vehicle,11,MOONEE VALLEY,Melbourne - North West,N,Non Intersection,2530,Declared Road,,,1
1995380,T20160003982,1456099200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,171700,299896,A,F,28,2,Drivers,4,Collision with a fixed object,1,EAST GIPPSLAND,Country,N,Non Intersection,5560,Declared Road,,,1
1995381,T20160000968,1452729600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,203000,42784,B,M,22,4,Motorcyclists,1,Collision with vehicle,2,KINGSTON,Melbourne - Inner South,I,Intersection,5841,Declared Road,,,1
1995382,T20160013798,1466640000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,151100,305032,A,M,47,6,Bicyclists,1,Collision with vehicle,3,MARIBYRNONG,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1995383,T20160021836,1475884800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,224500,309186,A,F,30,2,Drivers,1,Collision with vehicle,2,MOORABOOL,Country,N,Non Intersection,2520,Declared Road,,,1
1995384,T20170010048,1495411200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,181500,317702,B,M,62,4,Motorcyclists,1,Collision with vehicle,2,MOORABOOL,Ballarat,N,Non Intersection,5220,Declared Road,,,1
1995385,T20180018765,1538784000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,052100,42232,A,F,25,2,Drivers,4,Collision with a fixed object,1,KINGSTON,Melbourne - Inner South,I,Intersection,2660,Declared Road,,,1
1995386,T20180009288,1526428800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,210000,330496,A,M,30,2,Drivers,6,Vehicle overturned (no collision),1,BENDIGO,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1995387,T20190001906,1548892800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,155500,341729,A,M,38,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1995388,T20150012503,1434067200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,162000,55855,01,M,16,3,Passengers,1,Collision with vehicle,2,MACEDON RANGES,Country,I,Intersection,5396,Declared Road,,,1
1995389,T20180020252,1540684800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,142000,52550,A,M,32,2,Drivers,1,Collision with vehicle,2,MILDURA,Country,I,Intersection,9999,Non Declared Road,,,1
1995390,T20150020696,1444089600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,181500,294688,08,F,16,3,Passengers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5776,Declared Road,,,1
1995391,T20170007840,1492473600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,173000,40067,01,M,85,1,Pedestrians,2,Struck Pedestrian,1,PORT PHILLIP,Melbourne - Inner,N,Non Intersection,5840,Declared Road,,,1
1995392,T20180009254,1526428800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,070000,331749,02,F,14,1,Pedestrians,2,Struck Pedestrian,1,MAROONDAH,Melbourne - Outer East,N,Non Intersection,2720,Declared Road,,,1
1995393,T20180023819,1545177600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,062000,340506,B,M,60,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5770,Declared Road,,,1
1995394,T20190003898,1551312000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,082000,343096,01,F,81,1,Pedestrians,2,Struck Pedestrian,1,MAROONDAH,Melbourne - Outer East,I,Intersection,9999,Non Declared Road,,,1
1995395,T20170021508,1510358400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,143100,323536,01,F,16,3,Passengers,5,Collision with some other object,1,COLAC OTWAY,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995396,T20140002406,1391558400000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,113700,267194,B,M,62,4,Motorcyclists,1,Collision with vehicle,2,SOUTH GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
